Lookup,Country,"RowIndex
(Caution: Do not change RowIndex number)",House,State_Region,SR_PCode,TS_PCode,Township,MIMU_Constituency_PCode,Constituency_Name,Constituency_Recode,RepEthnicGroup,Voters_TotalEligibleVoters,Voters_TicketVotes,Voters_EarlyVotes,Voters_Total,Voters_Percent,InvalidTicket_TotalInvalid,InvalidTicket_TotalLoss,InvalidTicket_TOTAL,FullName,Gender,PartyID,Party,ValidVote_Constituency_Total_Ticket,ValidVote_Constituency_Total_EarlyVote,ValidVote_Constituency_TOTAL,ValidVote_Candidate_Total_Ticket,ValidVote_Candidate_Total_EarlyVote,ValidVote_Candidate_TOTAL,ValidVote_PercentOfValid,Is_WinningCandidate,DataSource,PartyID,Party,Gender,DOB,Age,Occupation_Recoded,Occupation_Recoded1,Occupation_Recoded2,Education,Education_Recoded,Education_Highest,edhi_recode,Nationality,Religion,Ward_Village,PlaceOfResidence,Father,Father_Nationality,Father_Religion,Mother_Name,Mother_Nationality,Mother_Religion
Amyotha HluttawAyeyarwady RegionU Soe Min4FALSE,Myanmar,59,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA008

HLA001",8,Amyothar_Ayeyarwady_8,,374564,287020,13975,300995,0.8036,12551,379,12930,U Soe Min,M,4,National Development Party,274090,13975,288065,6152,231,6383,0.0222,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionDaw May Than Nwet1TRUE,Myanmar,58,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA011

HLA001",11,Amyothar_Ayeyarwady_11,,363173,238929,11856,250785,0.6905,13676,271,13947,Daw May Than Nwet,F,1,National League for Democracy (NLD),225009,11829,236838,115575,4872,120447,0.5086,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),F,23617,51,Junior Assistant Teacher (Retired),Retired,Retired government servant,B.Sc (Botany),B.Sc ,Bachelor,Bachelor,Bamar,Buddhist,"Bogale Town, No. (3) Ward",Urban,U Nyunt Wai ,Bamar,Buddhist,Daw Saw ,Bamar,Buddhist
Amyotha HluttawAyeyarwady RegionDaw Sandar Aung4FALSE,Myanmar,57,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA011

HLA001",11,Amyothar_Ayeyarwady_11,,363173,238929,11856,250785,0.6905,13676,271,13947,Daw Sandar Aung,F,4,National Development Party,225009,11829,236838,6775,205,6980,0.0295,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Sa Khin Zaw Lin1TRUE,Myanmar,56,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA002

HLA001",2,Amyothar_Ayeyarwady_2,,346587,267855,17115,284970,0.8222,17611,712,18323,U Sa Khin Zaw Lin,M,1,National League for Democracy (NLD),249889,16758,266647,125659,7057,132716,0.4977,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,26938,42,"Freelance english teacher, freelance translater",Teacher,Own business,Second Year (Maths)? Third Year(Environmental Science? SSOU ? UK),University Level,Some University,Some University,Kayin,Buddhist,Takhun Taing Village Tract,Rural,Mannn Win Maung,Kayin,Buddhist,Daw Kyi Kyi Htay,Kayin,Buddhist
Amyotha HluttawAyeyarwady RegionDr. Pyae Phyo1TRUE,Myanmar,53,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA007

HLA001",7,Amyothar_Ayeyarwady_7,,349427,235746,13959,249705,0.7146,6325,252,6577,Dr. Pyae Phyo,M,1,National League for Democracy (NLD),229412,13716,243128,101223,5001,106224,0.4369,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,20253,60,Dentist,Dentist,Own business,B.D.S (Ygn),B.D.S,Bachelor,Bachelor,"Kayin, Bamar, Chinese",Not Available,"Ahet Pine Ward, Einme Town",Urban,U Kyi Tin,Bamar Chinese,Not Available,Daw Win Win Kyi,Kayin,Not Available
Amyotha HluttawAyeyarwady RegionDaw Nant Marmi San6FALSE,Myanmar,51,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA009

HLA001",9,Amyothar_Ayeyarwady_9,,319781,236329,17775,254104,0.7946,13757,798,14555,Daw Nant Marmi San,F,6,Myanmar Farmer Development Party,221793,17756,239549,8848,528,9376,0.0391,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Saw Tun3FALSE,Myanmar,45,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA004

HLA001",4,Amyothar_Ayeyarwady_4,,457669,344964,24590,369554,0.8075,16816,4532,21348,U Saw Tun,M,3,National Unity Party (NUP),323663,24543,348206,9799,790,10589,0.0304,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionDaw Khin Thet Mar Tun4FALSE,Myanmar,41,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA001

HLA001",1,Amyothar_Ayeyarwady_1,,465625,316327,19868,336195,0.722,13028,260,13288,Daw Khin Thet Mar Tun,F,4,National Development Party,303339,19568,322907,4475,165,4640,0.0144,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Win Htein3FALSE,Myanmar,42,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA003

HLA001",3,Amyothar_Ayeyarwady_3,,322658,232930,17928,250858,0.7775,11851,224,12075,U Win Htein,M,3,National Unity Party (NUP),221007,17776,238783,2565,260,2825,0.0118,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Naing Win2FALSE,Myanmar,54,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA009

HLA001",9,Amyothar_Ayeyarwady_9,,319781,236329,17775,254104,0.7946,13757,798,14555,U Naing Win,M,2,Union Solidarity and Development Party (USDP),221793,17756,239549,81537,8720,90257,0.3768,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Soe Han Lin2FALSE,Myanmar,44,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA001

HLA001",1,Amyothar_Ayeyarwady_1,,465625,316327,19868,336195,0.722,13028,260,13288,U Soe Han Lin,M,2,Union Solidarity and Development Party (USDP),303339,19568,322907,109673,10984,120657,0.3737,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionDr. Than Htut2FALSE,Myanmar,50,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA005

HLA001",5,Amyothar_Ayeyarwady_5,,399177,292244,23548,315792,0.7911,14184,107,14291,Dr. Than Htut,M,2,Union Solidarity and Development Party (USDP),279082,22419,301501,93829,10565,104394,0.3462,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Saw Sar Tu Waw10FALSE,Myanmar,46,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA011

HLA001",11,Amyothar_Ayeyarwady_11,,363173,238929,11856,250785,0.6905,13676,271,13947,U Saw Sar Tu Waw,M,10,Kayin People Party,225009,11829,236838,5269,278,5547,0.0234,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Thein Swe1TRUE,Myanmar,47,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA010

HLA001",10,Amyothar_Ayeyarwady_10,,368768,231197,12951,244148,0.6621,9418,552,9970,U Thein Swe,M,1,National League for Democracy (NLD),221521,12657,234178,129624,5951,135575,0.5789,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,24744,48,Political related work,Politician,Politician,B.Sc (Maths),B.Sc ,Bachelor,Bachelor,Bamar,Buddhist,"Pyapon Town, (6) Ward",Urban,U Min Swe,Bamar,Buddhist,Daw Seing Ti,Bamar,Buddhist
Amyotha HluttawAyeyarwady RegionU Maung Maung Aye2FALSE,Myanmar,48,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA011

HLA001",11,Amyothar_Ayeyarwady_11,,363173,238929,11856,250785,0.6905,13676,271,13947,U Maung Maung Aye,M,2,Union Solidarity and Development Party (USDP),225009,11829,236838,88747,6107,94854,0.4005,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionU Aung Thein Kyi6FALSE,Myanmar,49,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA012

HLA001",12,Amyothar_Ayeyarwady_12,,426799,285887,17472,303359,0.7108,17232,488,17720,U Aung Thein Kyi,M,6,Myanmar Farmer Development Party,268809,16830,285639,10151,401,10552,0.0369,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawAyeyarwady RegionMann Toe Shwe1TRUE,Myanmar,43,Amyotha Hluttaw,Ayeyarwady ,MMR017,,,"MMR017HLA009

HLA001",9,Amyothar_Ayeyarwady_9,,319781,236329,17775,254104,0.7946,13757,798,14555,Mann Toe Shwe,M,1,National League for Democracy (NLD),221793,17756,239549,120854,7567,128421,0.5361,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,17223,68,Orchard,Agriculture,Own business,B.A (Myanmar),B.A ,Bachelor,Bachelor,Kayin,Buddhist,Taw Kyaung Village Tract,Rural,U San Shwe ,Kayin,Buddhist,Daw Hla Tin,Kayin,Buddhist
Amyotha HluttawBago RegionU Min Oo1TRUE,Myanmar,96,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA006

HLA001",6,Amyothar_Bago_6,,198562,134020,6489,140509,0.7076,4563,2929,7492,U Min Oo,M,1,National League for Democracy (NLD),126528,6489,133017,71574,3152,74726,0.5618,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,30182,33,Trader,Trading,Own business,B.Sc (Botany),B.Sc ,Bachelor,Bachelor,Rakhine-Bamar,Buddhist,Ma Zin Ward,Urban,U Aung Shwe Saw,Rakhine-Bamar,Buddhist,Daw Khin Aye,Mon-Bamar,Buddhist
Amyotha HluttawBago RegionDr. Win Myint Chit1TRUE,Myanmar,85,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA008

HLA001",8,Amyothar_Bago_8,,374571,276125,21940,298065,0.7958,10591,300,10891,Dr. Win Myint Chit,M,1,National League for Democracy (NLD),265254,21920,287174,169958,10351,180309,0.6279,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,22740,53,Private General Practitioner,Medical doctor,Own business,M.B.B.S?Dip.Med.Sc(G.P),M.B.B.S ? Dip,M.B.B.S,Bachelor,Bamar,Buddhist,"142, East Ward, Paungdale Town",Urban,U Chit Hla,Bamar,Buddhist,Daw Tin Shein,Bamar,Buddhist
Amyotha HluttawBago RegionU Myint Tun2FALSE,Myanmar,99,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA010

HLA001",10,Amyothar_Bago_10,,239450,169627,11519,181146,0.7565,7232,215,7447,U Myint Tun,M,2,Union Solidarity and Development Party (USDP),162516,11183,173699,48401,4866,53267,0.3067,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDr. Moe Myint Aung1TRUE,Myanmar,98,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA002

HLA001",2,Amyothar_Bago_2,,253883,148393,9650,158043,0.6225,8751,293,9044,Dr. Moe Myint Aung,M,1,National League for Democracy (NLD),139848,9151,148999,87410,4665,92075,0.618,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,25296,46,Private General Practitioner,Medical doctor,Own business,M.B.B.S (YGN),M.B.B.S,M.B.B.S,Bachelor,Bamar,Buddhist,"Bu Dar Paing, Thanatpin Town",Urban,U Ohn Kywe,Bamar,Buddhist,Daw Khin Myint,Bamar,Buddhist
Amyotha HluttawBago RegionU Maung Ko Ko6FALSE,Myanmar,97,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA001

HLA001",1,Amyothar_Bago_1,,336740,209331,16946,226277,0.672,7855,427,8282,U Maung Ko Ko,M,6,Myanmar Farmer Development Party,205325,12670,217995,1963,121,2084,0.0096,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDr. Khin Maung Lay2FALSE,Myanmar,95,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA008

HLA001",8,Amyothar_Bago_8,,374571,276125,21940,298065,0.7958,10591,300,10891,Dr. Khin Maung Lay,M,2,Union Solidarity and Development Party (USDP),265254,21920,287174,81385,10585,91970,0.3203,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDr. Hla Moe4FALSE,Myanmar,93,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA002

HLA001",2,Amyothar_Bago_2,,253883,148393,9650,158043,0.6225,8751,293,9044,Dr. Hla Moe,M,4,National Development Party,139848,9151,148999,4719,327,5046,0.0339,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDaw Toe Toe Aung6FALSE,Myanmar,91,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA004

HLA001",4,Amyothar_Bago_4,,321061,196173,12899,209072,0.6512,11195,786,11981,Daw Toe Toe Aung,F,6,Myanmar Farmer Development Party,184378,12713,197091,6570,420,6990,0.0355,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Myint Nwal4FALSE,Myanmar,90,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA009

HLA001",9,Amyothar_Bago_9,,311518,229969,18501,248470,0.7976,10469,231,10700,U Myint Nwal,M,4,National Development Party,219754,18016,237770,6415,304,6719,0.0283,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Myo Nyunt60FALSE,Myanmar,89,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA006

HLA001",6,Amyothar_Bago_6,,198562,134020,6489,140509,0.7076,4563,2929,7492,U Myo Nyunt,M,60,Democracy and Peace Party,126528,6489,133017,1358,37,1395,0.0105,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Aung Soe47FALSE,Myanmar,88,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA005

HLA001",5,Amyothar_Bago_5,,329298,222278,15274,237552,0.7214,9930,391,10321,U Aung Soe,M,47,People's Party of Myanmar Farmers and Workers,219438,7793,227231,2481,71,2552,0.0112,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionPrf Dr. Mya Oo2FALSE,Myanmar,86,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA009

HLA001",9,Amyothar_Bago_9,,311518,229969,18501,248470,0.7976,10469,231,10700,Prf Dr. Mya Oo,F,2,Union Solidarity and Development Party (USDP),219754,18016,237770,53925,7085,61010,0.2566,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Khin Zaw3FALSE,Myanmar,92,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA010

HLA001",10,Amyothar_Bago_10,,239450,169627,11519,181146,0.7565,7232,215,7447,U Khin Zaw,M,3,National Unity Party (NUP),162516,11183,173699,4606,308,4914,0.0283,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Aung Naing Swe3FALSE,Myanmar,84,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA001

HLA001",1,Amyothar_Bago_1,,336740,209331,16946,226277,0.672,7855,427,8282,U Aung Naing Swe,M,3,National Unity Party (NUP),205325,12670,217995,2418,238,2656,0.0122,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDaw Cherry Shwe3FALSE,Myanmar,83,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA005

HLA001",5,Amyothar_Bago_5,,329298,222278,15274,237552,0.7214,9930,391,10321,Daw Cherry Shwe,F,3,National Unity Party (NUP),219438,7793,227231,10660,342,11002,0.0484,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Phoe Zaw2FALSE,Myanmar,82,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA002

HLA001",2,Amyothar_Bago_2,,253883,148393,9650,158043,0.6225,8751,293,9044,U Phoe Zaw,M,2,Union Solidarity and Development Party (USDP),139848,9151,148999,39784,3665,43449,0.2916,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Win Naing Shane2FALSE,Myanmar,87,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA005

HLA001",5,Amyothar_Bago_5,,329298,222278,15274,237552,0.7214,9930,391,10321,U Win Naing Shane,M,2,Union Solidarity and Development Party (USDP),219438,7793,227231,73664,4811,78475,0.3454,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Tun Zaw2FALSE,Myanmar,104,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA012

HLA001",12,Amyothar_Bago_12,,276679,206865,14325,221190,0.7994,9016,516,9532,U Tun Zaw,M,2,Union Solidarity and Development Party (USDP),197614,14044,211658,62114,6286,68400,0.3232,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Nay Lin Aung7FALSE,Myanmar,79,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA003

HLA001",3,Amyothar_Bago_3,,339737,204695,13624,218319,0.6426,11098,252,11350,U Nay Lin Aung,M,7,National Democratic Force (NDF),193396,13573,206969,3937,178,4115,0.0199,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Nyunt Oo4FALSE,Myanmar,80,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA001

HLA001",1,Amyothar_Bago_1,,336740,209331,16946,226277,0.672,7855,427,8282,U Nyunt Oo,M,4,National Development Party,205325,12670,217995,4126,165,4291,0.0197,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Naing Win16FALSE,Myanmar,81,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA012

HLA001",12,Amyothar_Bago_12,,276679,206865,14325,221190,0.7994,9016,516,9532,U Naing Win,M,16,Democratic Party (Myanmar),197614,14044,211658,4026,251,4277,0.0202,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDr. U Win Myat Aye1TRUE,Myanmar,100,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA004

HLA001",4,Amyothar_Bago_4,,321061,196173,12899,209072,0.6512,11195,786,11981,Dr. U Win Myat Aye,M,1,National League for Democracy (NLD),184378,12713,197091,114721,6916,121637,0.6172,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,19876,61,"Rector (Retired), Paediatrician",Retired,Retired government servant,MBBS? MMedSc (Pael)? Dr MedSc(Pael)? MACTM(Austrdis)? Dip med? Edu,MMedSc (Pael)? Dr MedSc(Pael)? MACTM,M.B.B.S,Bachelor,Bamar,Buddhist,Htar Nar Ward,Urban,U Than,Bamar,Buddhist,Daw Aye ,Bamar,Buddhist
Amyotha HluttawBago RegionU Lin Thurein Tun6FALSE,Myanmar,101,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA005

HLA001",5,Amyothar_Bago_5,,329298,222278,15274,237552,0.7214,9930,391,10321,U Lin Thurein Tun,M,6,Myanmar Farmer Development Party,219438,7793,227231,5910,101,6011,0.0265,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionDaw Khine San Wai58FALSE,Myanmar,111,Amyotha Hluttaw,Bago ,MMR111,,,"MMR007HLA002

HLA001",2,Amyothar_Bago_2,,253883,148393,9650,158043,0.6225,8751,293,9044,Daw Khine San Wai,F,58,Union Democratic Party,139848,9151,148999,1281,72,1353,0.0091,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawBago RegionU Win Shane6FALSE,Myanmar,103,Amyotha Hluttaw,Bago ,MMR111,,,"MMR008HLA010

HLA001",10,Amyothar_Bago_10,,239450,169627,11519,181146,0.7565,7232,215,7447,U Win Shane,M,6,Myanmar Farmer Development Party,162516,11183,173699,7697,289,7986,0.046,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
